GSA SFP Name,GSA SFP Key,NIST Name,NIST Category,Treasury Bureau Name,Treasury Agency Short Name,OMB Name,OMB Category,OMB Sub-Category,Parent,GSA SFP Entity Type,OMB Agency Code,OMB Bureau Code,Treasury Agency Code,Treasury Bureau Code,CGAC Agency Code,NIST Agency Code,NIST Bureau Code,OMB Agency Code Owner,OMB Bureau Code Owner,Treasury Agency Code Owner,Treasury Bureau Code Owner,CGAC Agency Code Owner,NIST Agency Code Owner,NIST Bureau Code Owner
VA Deputy Assistant Secretary for Human Resources Management and Labor Relations,891,Deputy Assistant Secretary for Human Resources Management and Labor Relations,,,,,,,VA Assistant Secretary for Human Resources and Administration (HR&A),Bureau,029,,36,00,036,36,34,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
VA Deputy Assistant Secretary for Office of Resolution Management (ORM),892,Deputy Assistant Secretary for Office of Resolution Management,,,,,,,VA Assistant Secretary for Human Resources and Administration (HR&A),Bureau,029,,36,00,036,36,41,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
VA Associate Deputy for Labor-Management Relations,893,Associate Deputy for Labor - Management Relations,,,,,,,VA Assistant Secretary for Human Resources and Administration (HR&A),Bureau,029,,36,00,036,36,45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
VA Assistant Secretary for Information and Technology,894,Assistant Secretary for Information and Technology,,,,,,,VA Office of the Deputy Secretary,Bureau,029,,36,07,036,36,50,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
VA Immediate Office of the Assistant Secretary for Information and Technology,895,Immediate Office of the Assist. Sec. for Information & Technology,,,,,,,VA Assistant Secretary for Information and Technology,Bureau,029,,36,07,036,36,51,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
VA Deputy Assistant Secretary For Information and Technology,896,Deputy Assistant Sec. For Information & Technology,,,,,,,VA Assistant Secretary for Information and Technology,Bureau,029,,36,07,036,36,52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
VA Director of the Austin Automation Center (AAC),897,"Director, Austin Automation Center",,,,,,,VA Assistant Secretary for Information and Technology,Bureau,029,,36,07,036,36,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Advisory Council On Historic Preservation (ACHP),898,Advisory Council On Historic Preservation,,,,Advisory Council on Historic Preservation,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,306,00,95,00,306,95,30,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US African Development Foundation (ADF),899,African Development Foundation,,,,African Development Foundation,International Assistance Programs,,"Industry, Non-Profits, Associations",Nonprofit,184,50,11,,011,11,41,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Agency for International Development (USAID),900,U.S. Agency for International Development,,,,Agency for International Development,International Assistance Programs,,Federal Executive Branch,Agency,184,15,11,,011,72,00,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
American Battle Monuments Commission (ABMC),901,American Battle Monuments Commission,,AMERICAN BATTLE MONUMENTS COMMISSION,AMBATMNTSCMM,American Battle Monuments Commission,Other Defense Civil Programs,,Independent Federal Agencies,Ind Agency,200,15,74,00,074,74,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Appalachian Regional Commission (ARC),902,Appalachian Regional Commission,,APPALACHIAN REGIONAL COMMISSION,RGNLCOMMS,Appalachian Regional Commission,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,309,00,46,02,309,46,02,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Architectural and Transportation Barriers Compliance Board (US Access Board),903,Architectural and Transportation Barriers Compliance Board,,,,Access Board,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,310,00,95,00,310,95,32,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Arctic Research Commission (USARC),904,Arctic Research Commission,,,,,,,Independent Federal Agencies,Ind Agency,,,95,00,,49,65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Armed Forces Retirement Home (AFRH),905,Armed Forces Retirement Home,,UNITED STATES SOLDIERS' AND AIRMEN'S HOME,ARMFRCSHOME,Armed Forces Retirement Home,Other Defense Civil Programs,,Independent Federal Agencies,Ind Agency,200,20,84,01,084,84,AF,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Naval Home (USNH),906,United States Naval Home,,,,,,,Independent Federal Agencies,Bureau,,,95,00,,97,NH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Soldiers' and Airmen's Home (USSAH),907,United States Soldiers' and Airmen's Home,,,,,,,Independent Federal Agencies,Bureau,,,95,00,,84,00,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Barry Goldwater Scholarship and Excellence in Education Foundation,908,Barry Goldwater Scholarship and Excellence in Education Foundation,,,,Barry Goldwater Scholarship and Excellence in Education Foundation,Other Independent Agencies,,"Industry, Non-Profits, Associations",Nonprofit,313,00,95,33,313,95,60,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Broadcasting Board of Governors (BBG),909,Broadcasting Board of Governors,,,,Broadcasting Board of Governors,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,514,00,95,00,514,95,68,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Centennial of Flight Commission,910,Centennial of Flight Commission,,,,,,,Independent Federal Agencies,Ind Agency,,,95,00,,95,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Central Intelligence Agency (CIA),911,Central Intelligence Agency,,,,Central Intelligence Agency,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,316,00,56,00,056,56,00,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Chemical Safety and Hazard Investigation Board (CSB/CSHIB),912,Chemical Safety and Hazard Investigation Board,,,,Chemical Safety and Hazard Investigation Board,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,510,00,95,00,510,95,65,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Christopher Columbus Fellowship Foundation (CCFF),913,Christopher Columbus Fellowship Foundation,,,,Christopher Columbus Fellowship Foundation,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,465,00,76,18,465,76,35,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Commission for the Preservation of America's Heritage Abroad (CPAHA),914,Commission for the Preservation of America's Heritage Abroad,,,,,,,Independent Federal Agencies,Ind Agency,,,00,00,321,95,67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Commission of Fine Arts (CFA),915,Commission of Fine Arts,,,,Commission of Fine Arts,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,323,00,95,20,323,95,37,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Commission on Civil Rights (USCCR),916,Commission on Civil Rights,,,,Commission on Civil Rights,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,326,00,95,00,326,95,17,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"US Commission on Executive, Legislative and Judicial Salaries",917,"Commission on Executive, Legislative and Judicial Salaries",,,,,,,Independent Federal Agencies,Ind Agency,,,95,00,,48,36,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Committee for Purchase from People who are Blind or Severely Disabled (CPPBSD),918,Committee for Purchase from People who are Blind or Severely Disabled,,,,"Committee for Purchase from People who are Blind or Severely Disabled, activities",Other Independent Agencies,,Independent Federal Agencies,Ind Agency,338,00,95,18,338,95,18,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Commodity Futures Trading Commission (CFTC),919,Commodity Futures Trading Commission,,COMMODITY FUTURES TRADING COMMISSION,IGOI,Commodity Futures Trading Commission,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,339,00,95,07,339,95,07,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Consumer Product Safety Commission (CPSC),920,Consumer Product Safety Commission,,CONSUMER PRODUCT SAFETY COMMISSION,PRODSAFETY,Consumer Product Safety Commission,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,343,00,61,00,061,61,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Corporation for National and Community Service (CNCS),921,Corporation for National and Community Service,,,,Corporation for National and Community Service,Other Independent Agencies,,"Industry, Non-Profits, Associations",Nonprofit,485,00,95,45,485,95,77,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Corporation for Public Broadcasting (CPB),922,Corporation for Public Broadcasting,,,,Corporation for Public Broadcasting,Other Independent Agencies,,"Industry, Non-Profits, Associations",Nonprofit,344,00,20,,020,20,92,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Court Services and Offender Supervision Agency for DC (CSOSA),923,Court Services and Offender Supervision Agency for the District of Columbia,,,,Court Services and Offender Supervision Agency for the District of Columbia,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,511,00,95,00,511,95,94,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
CSOSA Office of the Director,924,Office of the Director _ CSOSA,,,,,,,Court Services and Offender Supervision Agency for DC (CSOSA),Bureau,511,,95,00,511,95,9D,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
CSOSA Pretrial Services Agency for the District of Columbia (PSA),925,Pretrial Services Agency - CSOSA,,,,,,,Court Services and Offender Supervision Agency for DC (CSOSA),Bureau,511,,00,00,511,95,5P,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Defense Nuclear Facilities Safety Board (DNFSB),926,Defense Nuclear Facilities Safety Board,,,,Defense Nuclear Facilities Safety Board,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,347,00,95,00,347,95,16,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Delta Regional Authority (DRA),927,Delta Regional Authority,,,,Delta Regional Authority,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,517,00,95,00,517,95,47,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Denali Commission,928,Denali Commission,,,,Denali Commission,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,513,00,95,00,513,95,72,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Election Assistance Commission (EAC),929,Election Assistance Commission,,,,Election Assistance Commission,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,525,00,95,00,525,95,23,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
US Environmental Protection Agency (EPA),930,ENVIRONMENTAL PROTECTION AGENCY,,ENVIRONMENTAL PROTECTION AGENCY,EPA,Environmental Protection Agency,Major Independent Agencies,,Federal Executive Branch,Agency,020,00,68,00,068,68,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Office of the Administrator of EPA,931,Office of the Administrator of EPA,,,,,,,US Environmental Protection Agency (EPA),Bureau,020,,68,00,068,68,0S,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Deputy Administrator,933,Deputy Administrator,,,,,,,Office of the Administrator of EPA,Bureau,020,,68,00,068,68,02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Associate Administrator for Office of Public Affairs (OPA),934,Associate Administrator for Office of Public Affairs,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Associate Administrator for Congressional and Intergov Relations (OCIR),935,Associate Administrator for Congressional and Intergovernmental Relations,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SB,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Homeland Security (OHS),936,Office of Homeland Security,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Environmental Appeals Board (EAB),937,Environmental Appeals Board,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Executive Secretariat (ES),938,Executive Secretariat,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Executive Services (OES),939,Office of Executive Services,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Administrative Law Judges (OALJ),940,Office of Administrative Law Judges,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Civil Rights (OCR),941,Office of Civil Rights,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SH,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Cooperative Environmental Management (OCEM),942,Office of Cooperative Environmental Management,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SJ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Small and Disadvantaged Business Utilization (OSDBU),943,Office of Small and Disadvantaged Business Utilization,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SK,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Policy (OP),944,"Office of Policy, Economics and Innovation",,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SL,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Science Advisory Board (SAB),945,Science Advisory Board,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SM,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Environmental Education (EE),946,Office of Environmental Education,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of ChildrenÍs Health Protection (OCHP),947,Office of ChildrenÍs Health Protection,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,SO,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of General Counsel (OGC),948,Office of General Counsel,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,03,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of the Inspector General (OIG),949,Office of the Inspector General,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Assistant Administrator for Administration and Resources Management (OARM),950,Assistant Administrator for Administration and Resources Management,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of International and Tribal Affairs (OITA),951,Assistant Administrator for International Affairs,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Air and Radiation (OAR),952,Assistant Administrator for Air and Radiation,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Enforcement and Compliance Assurance (OECA),953,Assistant Administrator for Enforcement and Compliance Assurance,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Pollution Prevention and Toxics (OPPT),954,"Assistant Administrator for Prevention, Pesticides, and Toxic Substances",,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Research and Development (ORD),955,Assistant Administrator for Research and Development,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Water (OW),956,Assistant Administrator for Water,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Solid Waste and Emergency Response (OSWER),957,Assistant Administrator for Solid Waste and Emergency Response,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of Environmental Information (OEI),958,Assistant Administrator for Environmental Information,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,60,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
EPA Office of the Chief Financial Officer (OCFO),959,Office of the Chief Financial Officer,,,,,,,EPA Deputy Administrator,Bureau,020,,68,00,068,68,53,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
US Equal Employment Opportunity Commission (EEOC),960,Equal Employment Opportunity Commission,Associated Federal Organization,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,EEOC,Equal Employment Opportunity Commission,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,350,00,45,00,045,45,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Export-Import Bank of the US (Ex-Im Bank),962,Export-Import Bank of the U.S.,,EXPORT-IMPORT BANK OF THE UNITED STATES,EXP/IMPBANK,Export-Import Bank of the United States,Other Independent Agencies,,"Industry, Non-Profits, Associations",GSE,351,00,83,00,083,83,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
US Farm Credit Administration (FCA),963,Farm Credit Administration,,FARM CREDIT ADMINISTRATION,FCA,Farm Credit Administration,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,352,00,78,00,352,78,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
National Cooperative Bank (NCB),964,Bank for Cooperatives,Government-Sponsored Enterprise,,,,,,"Industry, Non-Profits, Associations",GSE,,,,,,78,81,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Farm Credit System (FCS),965,Farm Credit Banks,Government-Sponsored Enterprise,,,Farm Credit System,Government Sponsored Enterprises,,"Industry, Non-Profits, Associations",GSE,912,00,39,,912,78,84,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Farm Credit System (FCS) Financial Assistance Corporation,966,Farm Credit System Financial Assistance Corporation,Government-Sponsored Enterprise,,,,,,"Industry, Non-Profits, Associations",GSE,,,,,,78,86,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Farm Credit System Insurance Corporation (FCSIC),967,Farm Credit System Insurance Corporation,Government-Sponsored Enterprise,,,Farm Credit System Insurance Corporation,Other Independent Agencies,,"Industry, Non-Profits, Associations",GSE,355,00,78,,352,78,88,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Federal Agricultural Mortgage Corporation (Farmer Mac),968,Federal Agricultural Mortgage Corporation (Farmer Mac),Government-Sponsored Enterprise,,,,,,"Industry, Non-Profits, Associations",GSE,,,,,,78,89,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Federal Accounting Standards Advisory Board (FASAB),969,Federal Accounting Standards Advisory Board,,,,,,,Independent Federal Agencies,Ind Agency,,,95,00,,TB,BD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Federal Communications Commission (FCC),970,Federal Communications Commission,,FEDERAL COMMUNICATIONS COMMISSION,FCC,Federal Communications Commission,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,356,00,27,00,027,27,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Federal Deposit Insurance Corporation (FDIC),971,Federal Deposit Insurance Corporation,,FEDERAL DEPOSIT INSURANCE CORPORATION,FDIC,,,,"Industry, Non-Profits, Associations",GSE,357,,51,00,051,51,00,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
Federal Election Commission (FEC),972,Federal Election Commission,,FEDERAL ELECTION COMMISSION,IGOI,Federal Election Commission,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,360,00,95,06,360,95,06,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
Federal Financial Institutions Examination Council (FFIEC),973,Federal Financial Institutions Examination Council,,,,Federal Financial Institutions Examination Council,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,362,10,95,43,362,95,62,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Federal Housing Finance Agency (FHFA),974,Federal Housing Finance Board,,,,Federal Housing Finance Agency,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,537,00,95,00,537,95,40,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Federal Home Loan Banks (FHLBanks),975,Federal Home Loan Banks,Government-Sponsored Enterprise,,,Federal Home Loan Bank System,Government Sponsored Enterprises,,"Industry, Non-Profits, Associations",GSE,913,00,39,,913,95,HL,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
Financing Corporation (FICO),976,Financing Corporation (FICO),Government-Sponsored Enterprise,,,,,,"Industry, Non-Profits, Associations",GSE,,,,,,95,85,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Federal Labor Relations Authority (FLRA),977,Federal Labor Relations Authority,,FEDERAL LABOR RELATIONS AUTHORITY,FLRA,Federal Labor Relations Authority,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,365,00,54,00,054,54,00,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
